name,email,Wybrany dnia,Lista,Okręg wyborczy,Liczba głosów,Ślubowanie,Staż parlamentarny,Klub/koło,Data i miejsce urodzenia,Wykształcenie,Ukończona szkoła,Zawód,Funkcja w klubie/kole,Tytuł/stopień naukowy,Wybrana dnia,Funkcja w Sejmie,Wygaśnięcie mandatu
Anna Paluch,Anna.Paluch@sejm.pl,,Prawo i Sprawiedliwość,14  Nowy Sącz,20908,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"31-03-1960, Nowy Targ",wyższe,"Akademia Górniczo-Hutnicza w Krakowie, Wydział Geodezji Inżynieryjno-Gospodarczej, Geodezja inżynieryjno-gospodarcza - magister inżynier (1983)",parlamentarzysta,,,13-10-2019,,
Teresa Pamuła,Teresa.Pamula@sejm.pl,,Prawo i Sprawiedliwość,22  Krosno,12905,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"28-12-1956, Lubaczów",wyższe,"Akademia Rolnicza w Krakowie, Ogrodnictwo, Ogrodnictwo - magister inżynier (1980)Wyższa Szkoła Społeczno-Gospodarcza w Tyczynie, Wspólna Polityka Rolna i Funduszy Wspólnoty (2004) - studia podyplomowe",dyrektor zarządzający,,,13-10-2019,,
Paweł Papke,Pawel.Papke@sejm.pl,13-10-2019,Koalicja Obywatelska,35  Olsztyn,19415,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","13-02-1977, Starogard Gdański",wyższe,"Uniwersytet Warmińsko-Mazurski, Wydział Humanistyczny, Stosunki międzynarodowe - licencjat (2007)Olsztyńska Szkoła Wyższa, Wydział Pedagogiczny, Pedagogika promocji zdrowia - magister (2012)Collegium Humanum-Szkoła Główna Menedżerska w Warszawie, Executive Master of Business Administration (MBA) (2019) - studia podyplomowe",pedagog,,,,,
Urszula Pasławska,Urszula.Paslawska@sejm.pl,,Polskie Stronnictwo Ludowe,35  Olsztyn,19528,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści","28-01-1977, Biskupiec",wyższe,"Uniwersytet Gdański, Wydział Prawa, Prawo - magister (2001)Uniwersytet Warmińsko-Mazurski, Integracja europejska (2004) - studia podyplomowe",prawnik,,,13-10-2019,,
Krzysztof Paszyk,Krzysztof.Paszyk@sejm.pl,13-10-2019,Polskie Stronnictwo Ludowe,38  Piła,13585,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści","10-04-1979, Poznań",wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2005)",parlamentarzysta,,,,,
Jerzy Paul,Jerzy.Paul@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,23  Rzeszów,16094,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"08-11-1972, Nowa Sarzyna",wyższe,"Wyższa Szkoła Inżynieryjno-Ekonomiczna, Ogrodnictwo, Kształtowanie terenów zieleni - inżynier (2011)",inżynier ogrodnictwa,,,,,
Karolina Pawliczak,Karolina.Pawliczak@sejm.pl,,Sojusz Lewicy Demokratycznej,36  Kalisz,14209,12-11-2019,brak,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","25-06-1976, Godziesze Wielkie",wyższe,"Uniwersytet im. A. Mickiewicza w Poznaniu, Prawo, Prawo - magister (2000)Uniwersytet Łódzki, Zarządzanie Jednostkami Samorządu Terytorialnego (2001) - studia podyplomoweUniwersytet Ekonomiczny w Poznaniu, Gospodarki Nieruchomościami (2006) - studia podyplomowe",prawnik,wiceprzewodnicząca,,13-10-2019,,
Monika Pawłowska,Monika.Pawlowska@sejm.pl,,Sojusz Lewicy Demokratycznej,7  Chełm,12916,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"15-06-1983, Ryki",wyższe,"Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie, Stosunki Międzynarodowe, Międzynarodowa Współpraca Polityczna i Gospodarcza - licencjat (2011)Uniwersytet Warszawski, Wydział Nauk Prawnych i Stosunków Międzynarodowych, Stosunki Międzynarodowe, Dyplomacja - magister (2016)",specjalista do spraw stosunków międzynarodowych,,,13-10-2019,,
Małgorzata Pępek,Malgorzata.Pepek@sejm.pl,,Koalicja Obywatelska,27  Bielsko-Biała,17914,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","10-06-1961, Kocierz Rydzwałdzki",wyższe,"Krakowska Szkoła Wyższa, Wydział Prawa i Administracji, Administracja - magister (2006)Polska Akademia Nauk, Zarządz. w Pol. Adm. Publicznej a Wspólna Europejska Przestrzeń Administracyjna (2010) - studia podyplomowe",ekonomista,,,13-10-2019,,
Krzysztof Piątkowski,Krzysztof.Piatkowski@sejm.pl,13-10-2019,Koalicja Obywatelska,9  Łódź,25663,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","03-09-1969, Zgierz",wyższe,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1995)Uniwersytet Łódzki, Wydział Zarządzania, Marketing (1996) - studia podyplomowePolitechnika Łódzka, MBA finanse (2006) - studia podyplomowe",historyk,,,,,
Bolesław Piecha,Boleslaw.Piecha@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,30  Bielsko-Biała,38809,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, senator VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"19-09-1954, Rybnik",wyższe,"Śląska Akademia Medyczna, Wydział Lekarski - lekarz (1983)Akademia Ekonomiczna im. K. Adamieckiego w Katowicach, Zarządzanie w ochronie zdrowia (2000) - studia podyplomowe",lekarz medycyny,,,,,
Sławomir Jan Piechota,Slawomir.Piechota@sejm.pl,13-10-2019,Koalicja Obywatelska,3  Wrocław,14844,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","01-01-1960, Tomaszów Mazowiecki",wyższe,"Uniwersytet Wrocławski, Wydział Prawa i Administracji, Prawo - magister (1986)Okręgowa Izba Radców Prawnych we Wrocławiu, Aplikacja radcowska - radca prawny (1991)",radca prawny,,,,,
Grzegorz Piechowiak,Grzegorz.Piechowiak@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,38  Piła,9232,12-11-2019,"poseł III kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"14-09-1963, Piła",wyższe,"Akademia Teologii Katolickiej, Wydział Kościelnych Nauk Historycznych i Społecznych, Socjologia religii - magister (1991)Wyższa Szkoła Zawodowa Kadry dla Europy w Poznaniu, zarządzanie przedsiębiorstwem w kryzysie i upadłości (2010) - studia podyplomowe",parlamentarzysta,,,,,
Anna Pieczarka,Anna.Pieczarka@sejm.pl,,Prawo i Sprawiedliwość,15  Tarnów,75220,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"15-02-1977, Tuchów",wyższe,"Małopolska Wyższa Szkoła Ekonomiczna, Wydział Zarządzania i Turystyki, Zarządzanie - magister (2009)Uniwersytet Ekonomiczny w Krakowie - Krakowska Szkoła Biznesu, MBA (2021) - studia podyplomowe",przedstawiciel władzy samorządowej,,,13-10-2019,,
Katarzyna Maria Piekarska,Katarzyna.Piekarska@sejm.pl,,Koalicja Obywatelska,19  Warszawa,8780,12-11-2019,"poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","23-09-1967, Warszawa",wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (1992)Aplikacja sędziowska i radcowska (1995)",radca prawny,,,13-10-2019,,
Dariusz Piontkowski,Dariusz.Piontkowski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,24  Białystok,63878,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"17-12-1964, Sielc",wyższe,"Filia Uniwersytetu Warszawskiego w Białymstoku, Wydział Humanistyczny, Historia - magister (1988)Wyższa Szkoła Finansów i Zarządzania w Białymstoku, Studia menadżerskie (1996) - studia podyplomoweUniwersystet w Białymstoku, Zarządzanie oświatą (2000) - studia podyplomoweWyższa Szkoła Administracji Publicznej w Białymstoku, Zarządzanie kadrami w administracji publicznej (2001) - studia podyplomowe",nauczyciel historii,,,,,
Kazimierz Plocke,Kazimierz.Plocke@sejm.pl,13-10-2019,Koalicja Obywatelska,26  Słupsk,12627,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","03-05-1958, Domatowo",wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Rolniczy, Ekonomia rolnictwa - magister inżynier (1982)Akademia Rolniczo-Techniczna w Olsztynie, Ekonomia rolnictwa - doktor (1988)",inżynier rolnik,, doktor,,,
Kacper Płażyński,Kacper.Plazynski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,25  Gdańsk,89384,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"10-05-1989, Gdańsk",wyższe,"Uniwersytet Gdański, Wydział Prawa i Administracji, Prawo - magister (2013)Pomorska Izba Adwokacka, Aplikacja adwokacka (2016)",adwokat,,,,,
Elżbieta Płonka,Elzbieta.Plonka@sejm.pl,,Prawo i Sprawiedliwość,8  Zielona Góra,10918,12-11-2019,"senator IV kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"05-11-1951, Bogatynia",wyższe,"Akademia Medyczna we Wrocławiu, Wydział Lekarski, Lekarz medycyny - lekarz (1975)",lekarz medycyny rodzinnej,,,13-10-2019,,
Jerzy Polaczek,Jerzy.Polaczek@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,31  Katowice,7621,12-11-2019,"poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"24-08-1961, Piekary Śląskie",wyższe,"Uniwersytet Śląski, Wydział Prawa, Prawo - magister (1986)",prawnik,,,,,
Marek Polak,Marek.Polak@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,12  Kraków,16130,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"19-11-1963, Wadowice",średnie zawodowe,Technikum Mechaniczne - technik (1984),parlamentarzysta,,,,,
Piotr Polak,Piotr.Polak@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,11  Sieradz,34056,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"20-01-1961, Grabinka",wyższe,"Akademia Rolnicza w Poznaniu, Wydział Rolny, Mechanizacja rolnictwa - magister inżynier (1985)",parlamentarzysta,,,,,
Agnieszka Pomaska,Agnieszka.Pomaska@sejm.pl,,Koalicja Obywatelska,25  Gdańsk,39103,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","08-01-1980, Gdynia",wyższe,"Uniwersytet Gdański, Wydział Nauk Politycznych, Politologia - magister (2005)",politolog,,,13-10-2019,,
Paweł Poncyljusz,Pawel.Poncyljusz@sejm.pl,13-10-2019,Koalicja Obywatelska,23  Rzeszów,23312,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","18-05-1969, Warszawa",średnie policealne/pomaturalne,"Pomaturalne Studium Ekonomiczne, Ekonomia - technik (1998)",technik ekonomista,wiceprzewodniczący,,,,
Violetta Porowska,Violetta.Porowska@sejm.pl,,Prawo i Sprawiedliwość,21  Opole,38583,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"06-08-1968, Opole",wyższe,"Uniwersytet Opolski, Wydział Nauk Społecznych, Administracja Rządowa i Samorządowa - magister (2004)",wyższy urzędnik państwowy,,,13-10-2019,,
Marcin Porzucek,Marcin.Porzucek@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,38  Piła,27077,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"20-07-1984, Kielce",wyższe,"Wyższa Szkoła Stosunków Międzynarodowych i Amerykanistyki w Warszawie, Dyplomacja i Stosunki Międzynarodowe, Politologia - licencjat (2013)Collegium Civitas (Warszawa), Bezpieczeństwo Energetyczne Polski (2014) - studia podyplomowe",parlamentarzysta,,,,,
Małgorzata Prokop-Paczkowska,Malgorzata.Prokop-Paczkowska@sejm.pl,,Sojusz Lewicy Demokratycznej,40  Koszalin,15300,12-11-2019,brak,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","27-08-1960, Krotoszyn",wyższe,"Uniwersytet Szczeciński, Wydział Pedagogiczny, Nauczanie początkowe - magister (1997)",dziennikarka,,,13-10-2019,,
Jacek Protas,Jacek.Protas@sejm.pl,13-10-2019,Koalicja Obywatelska,34  Elbląg,24266,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","15-01-1964, Lidzbark Warmiński",wyższe,"Akademia Wychowania Fizycznego Gdańsk, Wydział Trenerski, Koszykówka - magister (1987)Uniwersytet Warmińsko-Mazurski, Zarządzanie w Administracji Publicznej (2001) - studia podyplomowe",polityk,,,,,
Jacek Protasiewicz,Jacek.Protasiewicz@sejm.pl,13-10-2019,Polskie Stronnictwo Ludowe,3  Wrocław,17618,12-11-2019,"poseł IV kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści","05-06-1967, Brzeg",wyższe,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia Polska - magister (1994)",parlamentarzysta,wiceprzewodniczący,,,,
Grzegorz Puda,Grzegorz.Puda@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,27  Bielsko-Biała,23907,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"13-07-1982, Bielsko-Biała",wyższe,"Akademia Rolnicza w Krakowie, Wydział Hodowli i Biologii, Zootechnika - magister inżynier (2006)",parlamentarzysta,,,,,
Ireneusz Raś,Ireneusz.Ras@sejm.pl,13-10-2019,Koalicja Obywatelska,13  Kraków,18203,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści","30-09-1972, Proszowice",wyższe,"Uniwersytet Papieski im. Jana Pawła II w Krakowie, Wydział Historii, Historia - magister (1998)",historyk,,,,,
Zbigniew Rau,Zbigniew.Rau@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,9  Łódź,6833,12-11-2019,senator VI kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"03-02-1955, Łódź",wyższe,"Uniwersytet Łódzki, Wydział Prawa i Administracji, Prawo - magister (1977)Wydział Prawa i Administracji Uniwersytetu Łódzkiego, Nauki Prawne (1982) - studia doktoranckieWydział Prawa i Administracji Uniwersytetu Łódzkiego, Nauki Prawne - doktor habilitowany (1996)",prawnik,,profesor doktor habilitowany (2006),,,
Monika Rosa,Monika.Rosa@sejm.pl,,Koalicja Obywatelska,31  Katowice,13918,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","24-04-1986, Czeladź",wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia, Dziennikarstwo i Komunikacja Społeczna - magister (2010)",politolog,,,13-10-2019,,
Dariusz Rosati,Dariusz.Rosati@sejm.pl,13-10-2019,Koalicja Obywatelska,19  Warszawa,25061,12-11-2019,poseł VII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","08-08-1946, Radom",wyższe,"Szkoła Główna Handlowa w Warszawie (d. SGPiS), Handel Zagraniczny, Ekonomika Handlu Zagranicznego - magister (1969)Szkoła Główna Handlowa w Warszawie, Ekonomia - doktor habilitowany (1978)",ekonomista,,profesor doktor habilitowany (1990),,,
Andrzej Rozenek,Andrzej.Rozenek@sejm.pl,13-10-2019,Sojusz Lewicy Demokratycznej,20  Warszawa,38495,12-11-2019,poseł VII kadencji,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","17-03-1969, Warszawa",średnie ogólne,XLIV Liceum Ogólnokształcące im. A. Dobiszewskiego w Warszawie (1988),dziennikarz,,,,,
Urszula Rusecka,Urszula.Rusecka@sejm.pl,,Prawo i Sprawiedliwość,15  Tarnów,18321,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"11-09-1966, Kraków",wyższe,"Akademia Ekonomiczna w Krakowie, Wydział Ekonomiki Obrotu, Ekonomika i Organizacja Obrotu i Usług - magister (1990)",parlamentarzysta,,,13-10-2019,,
Grzegorz Rusiecki,Grzegorz.Rusiecki@sejm.pl,13-10-2019,Koalicja Obywatelska,36  Kalisz,12886,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","28-02-1983, Leszno",wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2006)",prawnik,,,,,
Marek Rutka,Marek.Rutka@sejm.pl,13-10-2019,Sojusz Lewicy Demokratycznej,26  Słupsk,7929,12-11-2019,brak,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","12-06-1975, Gdynia",wyższe,"Uniwersytet Gdański, Wydział Nauk Społecznych, Socjologia - magister (1999)Uniwersytet Gdański, Wydział Zarządzania, Szkoła Zarządzania (2001) - studia podyplomoweUniwersytet Gdański, Wydział Zarządzania, Organizacja i Zarządzanie (2005) - studia doktoranckieUniwersytet Gdański, Wydział Zarządzania, Nauka o Zarządzaniu - doktor (2013)",nauczyciel akademicki,, doktor,,,
Jakub Rutnicki,Jakub.Rutnicki@sejm.pl,13-10-2019,Koalicja Obywatelska,38  Piła,39344,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","03-12-1978, Szamotuły",wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Politologia, Marketing Polityczny i Samorządowość - magister (2002)",polityk,,,,,
Paweł Rychlik,Pawel.Rychlik@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,11  Sieradz,25246,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"16-12-1986, Wieluń",wyższe,"Uniwersytet Medyczny w Poznaniu, Wydział Farmaceutyczny, Farmacja - magister (2013)",farmaceuta,,,,,
Marek Rząsa,Marek.Rzasa@sejm.pl,13-10-2019,Koalicja Obywatelska,22  Krosno,10555,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","04-10-1957, Rzeszów",wyższe,"Akademia Wychowania Fizycznego w Krakowie, Wychowanie Fizyczne, Nauczycielski - magister (1984)Wyższa Szkoła Informatyki i Zarządzania w Rzeszowie, Organizacja i Zarządzanie Oświatą (2002) - studia podyplomowe",nauczyciel,,,,,
Jarosław Rzepa,Jaroslaw.Rzepa@sejm.pl,13-10-2019,Polskie Stronnictwo Ludowe,41  Szczecin,12622,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści","22-08-1972, Szamotuły",wyższe,"Akademia Rolnicza w Szczecinie, Wydział Rolnictwa, Ogrodnictwo - magister inżynier (1997)Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii, Nauczanie biologii - licencjat (1997)Akademia Rolnicza w Krakowie, Hodowla Roślin i Nasiennictwo (2002) - studia podyplomoweAkademia Rolnicza w Szczecinie, Ogrodnictwo - doktor (2007)",inżynier ogrodnik,, doktor,,,
Tomasz Rzymkowski,Tomasz.Rzymkowski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,11  Sieradz,20752,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"31-07-1986, Kutno",wyższe,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Prawa, Prawa Kanonicznego i Administracji, Prawo - magister (2010)Katolicki Uniwersytet Lubelski Jana Pawła II, Europejskie Studia Samorządowe (2010) - studia podyplomoweSzkoła Główna Gospodarstwa Wiejskiego w Warszawie, Rachunkowości Gospodarstw Rolniczych i Przedsiębiorstw (2011) - studia podyplomoweKatolicki Uniwersytet Lubelski Jana Pawła II, nauki prawne - doktor (2018)",prawnik,, doktor,,,
Jarosław Sachajko,Jaroslaw.Sachajko@sejm.pl,13-10-2019,Polskie Stronnictwo Ludowe,7  Chełm,10651,12-11-2019,poseł VIII kadencji,Koło Poselskie Kukiz'15 - Demokracja Bezpośrednia,"08-10-1971, Lublin",wyższe,"Szkoła Główna Gospodarstwa Wiejskiego, Wydział Ekonomiczno-Rolniczy, Ekonomia - magister (1998)Uniwersytet Przyrodniczy w Lublinie, Agrobioinżynierii - doktor (2010)Warszawska Szkoła Zarządzania-Szkoła Wyższa, wycena nieruchomości (2013) - studia podyplomowe",ekonomista,, doktor,,,
Piotr Sak,Piotr.Sak@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,15  Tarnów,9855,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"29-05-1983, Tarnów",wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji - magister (2007)",adwokat,,,,,
Wojciech Saługa,Wojciech.Saluga@sejm.pl,13-10-2019,Koalicja Obywatelska,32  Katowice,18738,12-11-2019,"senator V kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","27-03-1969, Jaworzno",wyższe,"Uniwersytet Ekonomiczny w Krakowie, Ekonomia Produkcji, Ekonomika i Organizacja Produkcji Przemysłowej - magister (1994)",ekonomista,,,,,
